Алтайский край	4	0	0
Амурская область	1	0	0
Архангельская область	7	0	0
Астраханская область	2	0	0
Башкортостан	10	1	0
Белгородская область	6	1	0
Брянская область	5	0	0
Владимирская область	3	0	1
Волгоградская область	8	0	0
Вологодская область	12	0	0
Воронежская область	12	2	0
Забайкальский край	1	1	0
Ивановская область	11	1	0
Иркутская область	7	0	0
Кабардино-Балкарская Республика	8	0	0
Калининградская область	19	5	0
Калужская область	5	1	0
Кемеровская область	3	2	0
Кировская область	12	5	0
Костромская область	3	0	0
Краснодарский край	22	4	0
Красноярский край	25	4	0
Курганская область	1	1	0
Курская область	3	0	0
Ленинградская область	31	1	0
Липецкая область	15	3	0
Магаданская область	1	0	0
Москва	2475	140	19
Московская область	177	17	2
Мурманская область	15	1	0
Нижегородская область	25	4	0
Новгородская область	3	0	0
Новосибирская область	10	2	0
Омская область	8	0	0
Оренбургская область	12	0	1
Орловская область	3	0	0
Пензенская область	16	0	1
Пермский край	20	1	2
Приморский край	5	2	0
Псковская область	9	0	2
Республика Адыгея	5	0	0
Республика Бурятия	30	0	0
Республика Дагестан	25	0	0
Республика Калмыкия	2	0	0
Республика Коми	56	1	0
Республика Крым	16	1	0
Республика Марий Эл	4	0	0
Республика Мордовия	4	0	0
Республика Саха (Якутия)	15	4	0
Республика Северная Осетия - Алания	4	0	0
Республика Хакасия	3	0	0
Ростовская область	9	0	0
Рязанская область	5	1	0
Самарская область	17	7	0
Санкт-Петербург	147	7	2
Саратовская область	15	1	0
Сахалинская область	5	0	0
Свердловская область	38	12	0
Севастополь	5	0	0
Смоленская область	1	0	0
Ставропольский край	11	1	0
Тамбовская область	6	2	0
Татарстан	19	2	0
Тверская область	5	2	0
Томская область	3	1	0
Тульская область	17	3	0
Тюменская область	6	2	0
Удмуртская Республика	4	3	0
Ульяновская область	1	0	0
Хабаровский край	9	0	0
Ханты-Мансийский АО	8	2	0
Челябинская область	21	2	0
Чеченская Республика	10	0	1
Чувашская республика	2	0	0
Ярославская область	3	1	0
