Архангельская область	1	0	0
Белгородская область	1	0	0
Забайкальский край	1	1	0
Калужская область	1	0	0
Кемеровская область	2	0	0
Краснодарский край	1	0	0
Красноярский край	1	0	0
Ленинградская область	1	0	0
Липецкая область	3	0	0
Москва	86	1	0
Московская область	12	0	0
Пензенская область	1	0	0
Пермский край	2	0	0
Республика Коми	1	0	0
Республика Хакасия	1	0	0
Санкт-Петербург	9	2	0
Свердловская область	1	0	0
Тамбовская область	1	0	0
Тверская область	2	0	0
Тюменская область	2	1	0
Ярославская область	1	0	0
