Алтайский край	4	0	0
Амурская область	1	0	0
Архангельская область	8	3	0
Астраханская область	5	0	0
Башкортостан	10	5	0
Белгородская область	6	1	0
Брянская область	7	0	0
Владимирская область	3	0	1
Волгоградская область	8	0	0
Вологодская область	12	0	0
Воронежская область	12	2	0
Забайкальский край	1	1	0
Ивановская область	13	1	0
Иркутская область	8	0	0
Кабардино-Балкарская Республика	8	0	0
Калининградская область	19	5	0
Калужская область	5	1	0
Кемеровская область	3	2	0
Кировская область	15	5	0
Костромская область	3	0	0
Краснодарский край	39	4	0
Красноярский край	25	4	0
Курганская область	1	1	0
Курская область	4	0	0
Ленинградская область	41	1	0
Липецкая область	18	3	0
Магаданская область	1	0	0
Москва	2923	168	20
Московская область	211	17	2
Мурманская область	15	1	0
Нижегородская область	25	4	0
Новгородская область	3	0	0
Новосибирская область	10	2	0
Омская область	9	0	0
Оренбургская область	12	0	1
Орловская область	3	0	0
Пензенская область	27	0	1
Пермский край	21	3	2
Приморский край	7	2	1
Псковская область	9	0	2
Республика Адыгея	5	0	0
Республика Бурятия	31	0	0
Республика Дагестан	25	0	0
Республика Калмыкия	7	0	0
Республика Коми	56	1	2
Республика Крым	18	1	0
Республика Марий Эл	4	0	0
Республика Мордовия	4	0	0
Республика Саха (Якутия)	15	4	0
Республика Северная Осетия - Алания	4	0	0
Республика Хакасия	3	0	0
Ростовская область	9	0	0
Рязанская область	6	1	0
Самарская область	17	7	0
Санкт-Петербург	156	7	2
Саратовская область	19	1	0
Сахалинская область	5	0	0
Свердловская область	39	13	0
Севастополь	5	0	0
Смоленская область	1	0	0
Ставропольский край	11	4	0
Тамбовская область	6	2	0
Татарстан	25	6	0
Тверская область	6	3	0
Томская область	3	1	0
Тульская область	17	3	0
Тюменская область	11	2	0
Удмуртская Республика	4	3	0
Ульяновская область	1	1	0
Хабаровский край	10	0	0
Ханты-Мансийский АО	16	2	0
Челябинская область	23	2	0
Чеченская Республика	12	0	1
Чувашская республика	2	0	0
Ямало-Ненецкий АО	12	0	0
Ярославская область	3	1	0
