Алтайский край	3	0	0
Амурская область	1	0	0
Архангельская область	7	0	0
Астраханская область	2	0	0
Башкортостан	8	1	0
Белгородская область	5	1	0
Брянская область	5	0	0
Владимирская область	3	0	1
Волгоградская область	8	0	0
Вологодская область	9	0	0
Воронежская область	12	2	0
Забайкальский край	1	1	0
Ивановская область	11	0	0
Иркутская область	3	0	0
Кабардино-Балкарская Республика	8	0	0
Калининградская область	12	5	0
Калужская область	3	0	0
Кемеровская область	3	2	0
Кировская область	12	3	0
Костромская область	3	0	0
Краснодарский край	22	3	0
Красноярский край	20	4	0
Курганская область	1	1	0
Ленинградская область	20	1	0
Липецкая область	11	3	0
Магаданская область	1	0	0
Москва	1880	115	16
Московская область	134	17	2
Мурманская область	11	1	0
Нижегородская область	12	4	0
Новгородская область	3	0	0
Новосибирская область	10	2	0
Омская область	7	0	0
Оренбургская область	7	0	1
Орловская область	3	0	0
Пензенская область	16	0	1
Пермский край	13	0	1
Приморский край	5	1	0
Псковская область	9	0	2
Республика Адыгея	4	0	0
Республика Бурятия	25	0	0
Республика Дагестан	15	0	0
Республика Калмыкия	2	0	0
Республика Коми	54	1	0
Республика Крым	16	0	0
Республика Марий Эл	2	0	0
Республика Мордовия	4	0	0
Республика Саха (Якутия)	15	1	0
Республика Хакасия	3	0	0
Ростовская область	5	0	0
Рязанская область	5	1	0
Самарская область	15	2	0
Санкт-Петербург	125	7	2
Саратовская область	15	1	0
Сахалинская область	5	0	0
Свердловская область	33	8	0
Севастополь	5	0	0
Смоленская область	1	0	0
Ставропольский край	10	1	0
Тамбовская область	6	2	0
Татарстан	19	2	0
Тверская область	5	2	0
Томская область	3	1	0
Тульская область	17	3	0
Тюменская область	6	2	0
Удмуртская Республика	4	3	0
Ульяновская область	1	0	0
Хабаровский край	9	0	0
Ханты-Мансийский АО	8	0	0
Челябинская область	20	2	0
Чеченская Республика	10	0	1
Чувашская республика	1	0	0
Ярославская область	3	1	0
