Москва	 109740	5551	 94882	 13790	 1068
Московская область	 20558	1133	 19127	 1236	 195
Санкт-Петербург	 7404	414	 5677	 1674	 53
Нижегородская область	 4442	262	 3752	 661	 29
Республика Дагестан	 2653	93	 1863	 772	 18
Мурманская область	 2371	31	 2096	 270	 5
Краснодарский край	 1929	99	 1285	 622	 22
Свердловская область	 1844	139	 1571	 270	 3
Тульская область	 1795	89	 1492	 291	 12
Ростовская область	 1763	89	 1354	 388	 21
Калужская область	 1730	89	 1487	 228	 15
Республика Татарстан	 1671	85	 1306	 360	 5
Рязанская область	 1648	88	 1428	 215	 5
Брянская область	 1605	68	 1088	 500	 17
Республика Северная Осетия — Алания	 1575	70	 1269	 296	 10
Ленинградская область	 1500	67	 1071	 423	 6
Республика Башкортостан	 1491	75	 1041	 435	 15
Курская область	 1410	71	 1106	 298	 6
Тамбовская область	 1312	91	 1031	 279	 2
Владимирская область	 1249	83	 1134	 100	 15
Кабардино-Балкарская Республика	 1245	77	 1043	 199	 3
Республика Ингушетия	 1199	47	 898	 272	 29
Ямало-Ненецкий автономный округ	 1177	72	 1008	 166	 3
Республика Мордовия	 1148	46	 924	 216	 8
Республика Чувашия	 1144	63	 931	 205	 8
Красноярский край	 1143	73	 845	 284	 14
Ярославская область	 1114	63	 941	 162	 11
Новосибирская область	 1100	75	 778	 307	 15
Саратовская область	 1076	69	 839	 233	 4
Ставропольский край	 1050	38	 741	 289	 20
Челябинская область	 1041	90	 788	 249	 4
Орловская область	 1023	50	 765	 249	 9
Волгоградская область	 1012	119	 706	 294	 12
Самарская область	 951	74	 816	 126	 9
Оренбургская область	 937	42	 648	 284	 5
Республика Марий Эл	 903	21	 304	 594	 5
Хабаровский край	 896	34	 544	 345	 7
Тверская область	 867	45	 541	 316	 10
Приморский край	 856	48	 653	 193	 10
Липецкая область	 849	48	 660	 186	 3
Воронежская область	 848	39	 504	 332	 12
Республика Коми	 823	20	 590	 219	 14
Ульяновская область	 807	42	 658	 145	 4
Кировская область	 807	46	 567	 236	 4
Тюменская область	 803	73	 505	 293	 5
Пензенская область	 764	41	 406	 350	 8
Чеченская Республика	 759	26	 329	 422	 8
Ивановская область	 758	79	 571	 177	 10
Пермский край	 743	8	 341	 391	 11
Смоленская область	 738	70	 477	 254	 7
Астраханская область	 731	58	 548	 177	 6
Калининградская область	 713	42	 514	 188	 11
Белгородская область	 707	48	 493	 208	 6
Ханты-Мансийский АО	 693	67	 442	 247	 4
Алтайский край	 669	28	 462	 204	 3
Республика Бурятия	 570	22	 388	 177	 5
Карачаево-Черкесская Республика	 527	18	 438	 86	 3
Республика Саха (Якутия)	 510	33	 400	 106	 4
Новгородская область	 497	28	 390	 102	 5
Республика Калмыкия	 473	18	 362	 105	 6
Республика Хакасия	 425	22	 321	 96	 8
Архангельская область	 425	25	 266	 156	 3
Камчатский край	 376	13	 326	 50	 0
Удмуртская Республика	 370	18	 230	 129	 11
Костромская область	 357	14	 247	 107	 3
Забайкальский край	 305	33	 194	 111	 0
Псковская область	 293	16	 219	 66	 8
Иркутская область	 289	18	 205	 80	 4
Вологодская область	 286	19	 187	 98	 1
Омская область	 279	34	 219	 54	 6
Кемеровская область	 233	19	 155	 72	 6
Республика Адыгея	 224	4	 44	 173	 7
Томская область	 210	19	 152	 56	 2
Республика Крым	 189	12	 123	 64	 2
Еврейская автономная область	 179	4	 144	 34	 1
Магаданская область	 155	1	 79	 73	 3
Республика Карелия	 148	20	 116	 32	 0
Амурская область	 140	5	 115	 24	 1
Севастополь	 122	3	 96	 24	 2
Республика Тыва	 81	21	 52	 29	 0
Курганская область	 73	2	 40	 33	 0
Республика Алтай	 52	1	 35	 17	 0
Ненецкий автономный округ	 49	0	 48	 1	 0
Сахалинская область	 37	0	 17	 20	 0
Чукотский автономный округ	 30	2	 19	 11	 0
